"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Italy (IT)","31.03.2015 09:00 - 31.03.2015 10:00 (CET/CEST)","240","n/e","n/e","N/A","6362","1678","195","n/e","n/e","683","683","6","5275","1066","n/e","n/e","11943","n/e","4591","38","n/e","1554"
"Italy (IT)","31.03.2015 10:00 - 31.03.2015 11:00 (CET/CEST)","239","n/e","n/e","N/A","5212","1670","195","n/e","n/e","679","229","6","4667","904","n/e","n/e","10954","n/e","6885","43","n/e","1708"
"Italy (IT)","31.03.2015 11:00 - 31.03.2015 12:00 (CET/CEST)","241","n/e","n/e","N/A","4796","1483","204","n/e","n/e","653","39","55","3923","680","n/e","n/e","9758","n/e","8512","42","n/e","2551"
"Italy (IT)","31.03.2015 12:00 - 31.03.2015 13:00 (CET/CEST)","240","n/e","n/e","N/A","4250","1050","233","n/e","n/e","675","24","382","3472","673","n/e","n/e","8773","n/e","9244","42","n/e","3029"
"Italy (IT)","31.03.2015 13:00 - 31.03.2015 14:00 (CET/CEST)","238","n/e","n/e","N/A","4267","928","226","n/e","n/e","676","0","827","3360","625","n/e","n/e","8538","n/e","9280","45","n/e","2968"
"Italy (IT)","31.03.2015 14:00 - 31.03.2015 15:00 (CET/CEST)","262","n/e","n/e","N/A","4402","929","221","n/e","n/e","676","0","744","3293","574","n/e","n/e","8623","n/e","8702","45","n/e","2570"
"Italy (IT)","31.03.2015 15:00 - 31.03.2015 16:00 (CET/CEST)","258","n/e","n/e","N/A","4186","936","222","n/e","n/e","675","216","135","3482","645","n/e","n/e","8314","n/e","7919","46","n/e","3277"
"Italy (IT)","31.03.2015 16:00 - 31.03.2015 17:00 (CET/CEST)","256","n/e","n/e","N/A","4532","944","257","n/e","n/e","675","24","300","3778","770","n/e","n/e","9074","n/e","6052","46","n/e","3685"
"Italy (IT)","31.03.2015 17:00 - 31.03.2015 18:00 (CET/CEST)","255","n/e","n/e","N/A","4960","933","268","n/e","n/e","636","293","33","4432","900","n/e","n/e","9572","n/e","3727","46","n/e","4012"
"Italy (IT)","31.03.2015 18:00 - 31.03.2015 19:00 (CET/CEST)","259","n/e","n/e","N/A","5439","980","216","n/e","n/e","627","767","","5500","1097","n/e","n/e","9620","n/e","1172","47","n/e","4327"
"Italy (IT)","31.03.2015 19:00 - 31.03.2015 20:00 (CET/CEST)","266","n/e","n/e","N/A","5898","1067","215","n/e","n/e","629","1588","","6540","1156","n/e","n/e","10389","n/e","60","46","n/e","4805"
"Italy (IT)","31.03.2015 20:00 - 31.03.2015 21:00 (CET/CEST)","264","n/e","n/e","N/A","6213","1179","271","n/e","n/e","630","2133","","6240","1185","n/e","n/e","10903","n/e","0","47","n/e","4838"
"Italy (IT)","31.03.2015 21:00 - 31.03.2015 22:00 (CET/CEST)","263","n/e","n/e","N/A","5759","1346","360","n/e","n/e","630","1175","","4740","898","n/e","n/e","11093","n/e","0","48","n/e","4895"
"Italy (IT)","31.03.2015 22:00 - 31.03.2015 23:00 (CET/CEST)","261","n/e","n/e","N/A","4513","1228","374","n/e","n/e","629","329","2","4043","768","n/e","n/e","10374","n/e","0","48","n/e","5102"
"Italy (IT)","31.03.2015 23:00 - 01.04.2015 00:00 (CET/CEST)","260","n/e","n/e","N/A","3401","1131","245","n/e","n/e","630","176","97","3788","749","n/e","n/e","8964","n/e","0","49","n/e","5194"
"Italy (IT)","01.04.2015 00:00 - 01.04.2015 01:00 (CET/CEST)","266","n/e","n/e","N/A","2835","791","138","n/e","n/e","630","2","1196","3478","428","n/e","n/e","7992","n/e","0","48","n/e","5437"
"Italy (IT)","01.04.2015 01:00 - 01.04.2015 02:00 (CET/CEST)","266","n/e","n/e","N/A","2655","716","136","n/e","n/e","631","0","1339","2994","414","n/e","n/e","7160","n/e","0","47","n/e","5379"
"Italy (IT)","01.04.2015 02:00 - 01.04.2015 03:00 (CET/CEST)","267","n/e","n/e","N/A","2519","721","136","n/e","n/e","631","0","1109","2660","420","n/e","n/e","7037","n/e","0","43","n/e","5198"
"Italy (IT)","01.04.2015 03:00 - 01.04.2015 04:00 (CET/CEST)","259","n/e","n/e","N/A","2585","722","136","n/e","n/e","631","0","1136","2595","384","n/e","n/e","7027","n/e","0","46","n/e","4939"
"Italy (IT)","01.04.2015 04:00 - 01.04.2015 05:00 (CET/CEST)","264","n/e","n/e","N/A","2542","724","136","n/e","n/e","631","0","1778","2702","293","n/e","n/e","7103","n/e","0","47","n/e","4709"
"Italy (IT)","01.04.2015 05:00 - 01.04.2015 06:00 (CET/CEST)","264","n/e","n/e","N/A","3195","739","137","n/e","n/e","632","0","1220","2871","513","n/e","n/e","7718","n/e","0","46","n/e","4362"
"Italy (IT)","01.04.2015 06:00 - 01.04.2015 07:00 (CET/CEST)","243","n/e","n/e","N/A","4722","952","139","n/e","n/e","631","276","282","3386","599","n/e","n/e","9981","n/e","5","43","n/e","3811"
"Italy (IT)","01.04.2015 07:00 - 01.04.2015 08:00 (CET/CEST)","242","n/e","n/e","N/A","6188","1161","174","n/e","n/e","633","619","189","4485","1010","n/e","n/e","11114","n/e","591","40","n/e","3570"
"Italy (IT)","01.04.2015 08:00 - 01.04.2015 09:00 (CET/CEST)","240","n/e","n/e","N/A","6779","1156","258","n/e","n/e","655","590","","5392","1303","n/e","n/e","11088","n/e","3056","44","n/e","3228"
"Italy (IT)","01.04.2015 09:00 - 01.04.2015 10:00 (CET/CEST)","242","n/e","n/e","N/A","6558","1178","206","n/e","n/e","679","156","","5211","1158","n/e","n/e","10307","n/e","5905","45","n/e","3073"
"Italy (IT)","01.04.2015 10:00 - 01.04.2015 11:00 (CET/CEST)","239","n/e","n/e","N/A","5790","1183","183","n/e","n/e","679","95","11","4578","985","n/e","n/e","9543","n/e","8107","45","n/e","2993"
"Italy (IT)","01.04.2015 11:00 - 01.04.2015 12:00 (CET/CEST)","241","n/e","n/e","N/A","4864","1091","195","n/e","n/e","679","24","181","3892","761","n/e","n/e","8863","n/e","9479","45","n/e","3198"
"Italy (IT)","01.04.2015 12:00 - 01.04.2015 13:00 (CET/CEST)","247","n/e","n/e","N/A","4516","959","195","n/e","n/e","680","11","475","3387","665","n/e","n/e","8443","n/e","10384","45","n/e","3455"
"Italy (IT)","01.04.2015 13:00 - 01.04.2015 14:00 (CET/CEST)","249","n/e","n/e","N/A","4134","829","195","n/e","n/e","679","11","543","3315","659","n/e","n/e","8000","n/e","10681","43","n/e","3547"
"Italy (IT)","01.04.2015 14:00 - 01.04.2015 15:00 (CET/CEST)","267","n/e","n/e","N/A","3815","842","196","n/e","n/e","678","11","517","3366","681","n/e","n/e","8233","n/e","10140","40","n/e","3551"
"Italy (IT)","01.04.2015 15:00 - 01.04.2015 16:00 (CET/CEST)","280","n/e","n/e","N/A","3827","837","195","n/e","n/e","668","12","266","3366","715","n/e","n/e","8121","n/e","8664","40","n/e","4127"
"Italy (IT)","01.04.2015 16:00 - 01.04.2015 17:00 (CET/CEST)","279","n/e","n/e","N/A","4288","830","196","n/e","n/e","669","132","79","3571","727","n/e","n/e","8401","n/e","6706","48","n/e","4507"
"Italy (IT)","01.04.2015 17:00 - 01.04.2015 18:00 (CET/CEST)","279","n/e","n/e","N/A","4702","858","195","n/e","n/e","672","256","","3977","763","n/e","n/e","9199","n/e","4154","46","n/e","4377"
"Italy (IT)","01.04.2015 18:00 - 01.04.2015 19:00 (CET/CEST)","283","n/e","n/e","N/A","5412","952","195","n/e","n/e","678","782","","4658","1064","n/e","n/e","10240","n/e","1434","47","n/e","4013"
"Italy (IT)","01.04.2015 19:00 - 01.04.2015 20:00 (CET/CEST)","284","n/e","n/e","N/A","5480","1214","209","n/e","n/e","678","1171","","5669","1233","n/e","n/e","11764","n/e","78","49","n/e","3916"
"Italy (IT)","01.04.2015 20:00 - 01.04.2015 21:00 (CET/CEST)","285","n/e","n/e","N/A","5661","1390","304","n/e","n/e","671","1711","","5751","1184","n/e","n/e","12230","n/e","0","49","n/e","3786"
"Italy (IT)","01.04.2015 21:00 - 01.04.2015 22:00 (CET/CEST)","284","n/e","n/e","N/A","5229","1433","299","n/e","n/e","674","1684","","4739","1042","n/e","n/e","11718","n/e","0","47","n/e","3407"
"Italy (IT)","01.04.2015 22:00 - 01.04.2015 23:00 (CET/CEST)","277","n/e","n/e","N/A","4598","1432","276","n/e","n/e","682","1062","","4118","891","n/e","n/e","10909","n/e","0","46","n/e","2850"
"Italy (IT)","01.04.2015 23:00 - 02.04.2015 00:00 (CET/CEST)","273","n/e","n/e","N/A","4361","1433","212","n/e","n/e","682","319","5","3526","692","n/e","n/e","10835","n/e","0","47","n/e","2231"
"Italy (IT)","02.04.2015 00:00 - 02.04.2015 01:00 (CET/CEST)","259","n/e","n/e","N/A","4079","1406","138","n/e","n/e","683","13","7","2942","500","n/e","n/e","10641","n/e","0","45","n/e","1837"
"Italy (IT)","02.04.2015 01:00 - 02.04.2015 02:00 (CET/CEST)","260","n/e","n/e","N/A","4055","1403","137","n/e","n/e","683","0","300","2638","404","n/e","n/e","9855","n/e","0","48","n/e","1463"
"Italy (IT)","02.04.2015 02:00 - 02.04.2015 03:00 (CET/CEST)","263","n/e","n/e","N/A","3915","1397","141","n/e","n/e","685","0","636","2512","402","n/e","n/e","9084","n/e","0","47","n/e","1254"
"Italy (IT)","02.04.2015 03:00 - 02.04.2015 04:00 (CET/CEST)","260","n/e","n/e","N/A","3780","1231","145","n/e","n/e","685","0","864","2522","400","n/e","n/e","8433","n/e","0","45","n/e","977"
"Italy (IT)","02.04.2015 04:00 - 02.04.2015 05:00 (CET/CEST)","263","n/e","n/e","N/A","3694","1259","158","n/e","n/e","684","0","551","2520","320","n/e","n/e","8239","n/e","0","46","n/e","938"
"Italy (IT)","02.04.2015 05:00 - 02.04.2015 06:00 (CET/CEST)","261","n/e","n/e","N/A","4055","1414","146","n/e","n/e","685","107","697","2678","506","n/e","n/e","9484","n/e","0","47","n/e","841"
"Italy (IT)","02.04.2015 06:00 - 02.04.2015 07:00 (CET/CEST)","262","n/e","n/e","N/A","4934","1436","212","n/e","n/e","684","530","331","3474","792","n/e","n/e","11595","n/e","4","44","n/e","809"
"Italy (IT)","02.04.2015 07:00 - 02.04.2015 08:00 (CET/CEST)","259","n/e","n/e","N/A","5848","1437","306","n/e","n/e","680","489","7","4711","882","n/e","n/e","11871","n/e","588","44","n/e","695"
"Italy (IT)","02.04.2015 08:00 - 02.04.2015 09:00 (CET/CEST)","256","n/e","n/e","N/A","6651","1322","251","n/e","n/e","659","793","","5291","1067","n/e","n/e","12370","n/e","3012","43","n/e","529"
"Italy (IT)","02.04.2015 09:00 - 02.04.2015 10:00 (CET/CEST)","259","n/e","n/e","N/A","6098","1309","282","n/e","n/e","630","384","","5327","1396","n/e","n/e","12921","n/e","5983","41","n/e","574"
"Italy (IT)","02.04.2015 10:00 - 02.04.2015 11:00 (CET/CEST)","258","n/e","n/e","N/A","5296","1298","291","n/e","n/e","638","653","","4776","1046","n/e","n/e","12306","n/e","8084","44","n/e","638"
"Italy (IT)","02.04.2015 11:00 - 02.04.2015 12:00 (CET/CEST)","257","n/e","n/e","N/A","4792","1225","195","n/e","n/e","637","366","2","4130","991","n/e","n/e","11636","n/e","9554","45","n/e","721"
"Italy (IT)","02.04.2015 12:00 - 02.04.2015 13:00 (CET/CEST)","257","n/e","n/e","N/A","4205","1150","210","n/e","n/e","634","205","","3385","744","n/e","n/e","10726","n/e","10223","46","n/e","961"
"Italy (IT)","02.04.2015 13:00 - 02.04.2015 14:00 (CET/CEST)","256","n/e","n/e","N/A","3916","1095","211","n/e","n/e","634","12","","3226","702","n/e","n/e","10255","n/e","10377","47","n/e","1255"
"Italy (IT)","02.04.2015 14:00 - 02.04.2015 15:00 (CET/CEST)","256","n/e","n/e","N/A","4048","998","214","n/e","n/e","632","13","3","3324","775","n/e","n/e","9697","n/e","9933","44","n/e","1740"
"Italy (IT)","02.04.2015 15:00 - 02.04.2015 16:00 (CET/CEST)","256","n/e","n/e","N/A","3756","1013","252","n/e","n/e","645","11","9","3223","705","n/e","n/e","9898","n/e","8859","45","n/e","2147"
"Italy (IT)","02.04.2015 16:00 - 02.04.2015 17:00 (CET/CEST)","255","n/e","n/e","N/A","4042","992","244","n/e","n/e","649","11","2","3430","877","n/e","n/e","10565","n/e","7052","46","n/e","2542"
"Italy (IT)","02.04.2015 17:00 - 02.04.2015 18:00 (CET/CEST)","259","n/e","n/e","N/A","4417","1079","245","n/e","n/e","647","144","2","3859","944","n/e","n/e","10956","n/e","4470","47","n/e","2996"
"Italy (IT)","02.04.2015 18:00 - 02.04.2015 19:00 (CET/CEST)","261","n/e","n/e","N/A","5593","1117","272","n/e","n/e","649","399","2","4984","1298","n/e","n/e","12145","n/e","1518","45","n/e","3209"
"Italy (IT)","02.04.2015 19:00 - 02.04.2015 20:00 (CET/CEST)","257","n/e","n/e","N/A","5897","1227","382","n/e","n/e","682","663","2","5797","1379","n/e","n/e","12286","n/e","78","45","n/e","3306"
"Italy (IT)","02.04.2015 20:00 - 02.04.2015 21:00 (CET/CEST)","251","n/e","n/e","N/A","5626","1397","431","n/e","n/e","680","1061","","5776","1198","n/e","n/e","12833","n/e","0","44","n/e","3617"
"Italy (IT)","02.04.2015 21:00 - 02.04.2015 22:00 (CET/CEST)","256","n/e","n/e","N/A","5888","1341","423","n/e","n/e","681","826","","5013","1205","n/e","n/e","12787","n/e","0","44","n/e","3995"
"Italy (IT)","02.04.2015 22:00 - 02.04.2015 23:00 (CET/CEST)","259","n/e","n/e","N/A","5070","1173","422","n/e","n/e","667","330","","4355","1039","n/e","n/e","11397","n/e","0","48","n/e","4245"
"Italy (IT)","02.04.2015 23:00 - 03.04.2015 00:00 (CET/CEST)","261","n/e","n/e","N/A","4842","946","318","n/e","n/e","666","41","177","3840","967","n/e","n/e","11549","n/e","0","46","n/e","4361"
"Italy (IT)","03.04.2015 00:00 - 03.04.2015 01:00 (CET/CEST)","274","n/e","n/e","N/A","3958","741","140","n/e","n/e","666","8","131","3020","551","n/e","n/e","10036","n/e","0","49","n/e","4367"
"Italy (IT)","03.04.2015 01:00 - 03.04.2015 02:00 (CET/CEST)","276","n/e","n/e","N/A","3361","728","136","n/e","n/e","666","0","137","2695","512","n/e","n/e","9277","n/e","0","49","n/e","4183"
"Italy (IT)","03.04.2015 02:00 - 03.04.2015 03:00 (CET/CEST)","274","n/e","n/e","N/A","3290","724","136","n/e","n/e","666","0","139","2573","430","n/e","n/e","8500","n/e","0","48","n/e","3947"
"Italy (IT)","03.04.2015 03:00 - 03.04.2015 04:00 (CET/CEST)","274","n/e","n/e","N/A","3227","717","136","n/e","n/e","660","0","140","2357","407","n/e","n/e","8268","n/e","0","44","n/e","3825"
"Italy (IT)","03.04.2015 04:00 - 03.04.2015 05:00 (CET/CEST)","271","n/e","n/e","N/A","3266","719","136","n/e","n/e","662","0","317","2307","413","n/e","n/e","8177","n/e","0","46","n/e","3464"
"Italy (IT)","03.04.2015 05:00 - 03.04.2015 06:00 (CET/CEST)","274","n/e","n/e","N/A","3791","791","136","n/e","n/e","665","0","505","2577","522","n/e","n/e","9106","n/e","0","45","n/e","2860"
"Italy (IT)","03.04.2015 06:00 - 03.04.2015 07:00 (CET/CEST)","274","n/e","n/e","N/A","4604","1070","153","n/e","n/e","664","405","258","3205","687","n/e","n/e","11434","n/e","4","44","n/e","2243"
"Italy (IT)","03.04.2015 07:00 - 03.04.2015 08:00 (CET/CEST)","270","n/e","n/e","N/A","5049","1340","176","n/e","n/e","664","151","63","4233","951","n/e","n/e","11690","n/e","533","45","n/e","2034"
"Italy (IT)","03.04.2015 08:00 - 03.04.2015 09:00 (CET/CEST)","273","n/e","n/e","N/A","5755","1271","195","n/e","n/e","663","604","2","4666","1143","n/e","n/e","11956","n/e","2818","43","n/e","1851"
"Italy (IT)","03.04.2015 09:00 - 03.04.2015 10:00 (CET/CEST)","272","n/e","n/e","N/A","5450","1203","207","n/e","n/e","661","688","2","5106","1246","n/e","n/e","11766","n/e","5312","44","n/e","2233"
"Italy (IT)","03.04.2015 10:00 - 03.04.2015 11:00 (CET/CEST)","270","n/e","n/e","N/A","5160","1034","213","n/e","n/e","663","651","2","4674","1033","n/e","n/e","11084","n/e","7172","45","n/e","2480"
"Italy (IT)","03.04.2015 11:00 - 03.04.2015 12:00 (CET/CEST)","269","n/e","n/e","N/A","4861","1014","241","n/e","n/e","665","494","6","3940","828","n/e","n/e","10549","n/e","8451","46","n/e","2671"
"Italy (IT)","03.04.2015 12:00 - 03.04.2015 13:00 (CET/CEST)","271","n/e","n/e","N/A","4112","989","295","n/e","n/e","665","518","6","3489","713","n/e","n/e","9236","n/e","9004","44","n/e","2682"
"Italy (IT)","03.04.2015 13:00 - 03.04.2015 14:00 (CET/CEST)","271","n/e","n/e","N/A","3628","987","320","n/e","n/e","665","141","6","3053","653","n/e","n/e","8843","n/e","9619","47","n/e","2200"
"Italy (IT)","03.04.2015 14:00 - 03.04.2015 15:00 (CET/CEST)","259","n/e","n/e","N/A","3708","937","348","n/e","n/e","665","135","4","2865","587","n/e","n/e","8498","n/e","9459","44","n/e","2055"
"Italy (IT)","03.04.2015 15:00 - 03.04.2015 16:00 (CET/CEST)","244","n/e","n/e","N/A","3728","785","330","n/e","n/e","666","102","","2960","600","n/e","n/e","8027","n/e","8258","45","n/e","2195"
"Italy (IT)","03.04.2015 16:00 - 03.04.2015 17:00 (CET/CEST)","243","n/e","n/e","N/A","4310","766","330","n/e","n/e","667","101","","3354","722","n/e","n/e","8180","n/e","6320","48","n/e","2189"
"Italy (IT)","03.04.2015 17:00 - 03.04.2015 18:00 (CET/CEST)","265","n/e","n/e","N/A","4771","895","331","n/e","n/e","671","134","2","3950","875","n/e","n/e","8402","n/e","3743","48","n/e","2053"
"Italy (IT)","03.04.2015 18:00 - 03.04.2015 19:00 (CET/CEST)","266","n/e","n/e","N/A","5782","1149","360","n/e","n/e","672","435","1","4661","1037","n/e","n/e","9864","n/e","1203","44","n/e","1636"
"Italy (IT)","03.04.2015 19:00 - 03.04.2015 20:00 (CET/CEST)","267","n/e","n/e","N/A","6454","1267","355","n/e","n/e","672","1909","","6153","1262","n/e","n/e","10588","n/e","58","45","n/e","1369"
"Italy (IT)","03.04.2015 20:00 - 03.04.2015 21:00 (CET/CEST)","249","n/e","n/e","N/A","7005","1338","458","n/e","n/e","672","1438","","6155","1264","n/e","n/e","11383","n/e","0","46","n/e","1267"
"Italy (IT)","03.04.2015 21:00 - 03.04.2015 22:00 (CET/CEST)","268","n/e","n/e","N/A","7175","1404","325","n/e","n/e","672","602","","4852","1100","n/e","n/e","11234","n/e","0","46","n/e","1117"
"Italy (IT)","03.04.2015 22:00 - 03.04.2015 23:00 (CET/CEST)","271","n/e","n/e","N/A","6986","1416","299","n/e","n/e","673","331","","4179","915","n/e","n/e","11424","n/e","0","45","n/e","1016"
"Italy (IT)","03.04.2015 23:00 - 04.04.2015 00:00 (CET/CEST)","270","n/e","n/e","N/A","6102","1429","143","n/e","n/e","673","284","","3771","890","n/e","n/e","11267","n/e","0","47","n/e","948"
"Italy (IT)","04.04.2015 00:00 - 04.04.2015 01:00 (CET/CEST)","283","n/e","n/e","N/A","5632","1436","135","n/e","n/e","673","2","210","3390","569","n/e","n/e","10178","n/e","0","48","n/e","969"
"Italy (IT)","04.04.2015 01:00 - 04.04.2015 02:00 (CET/CEST)","280","n/e","n/e","N/A","4551","1434","135","n/e","n/e","672","0","3","3036","522","n/e","n/e","9648","n/e","0","47","n/e","967"
"Italy (IT)","04.04.2015 02:00 - 04.04.2015 03:00 (CET/CEST)","281","n/e","n/e","N/A","4057","1430","135","n/e","n/e","670","0","3","2615","322","n/e","n/e","9481","n/e","0","44","n/e","995"
"Italy (IT)","04.04.2015 03:00 - 04.04.2015 04:00 (CET/CEST)","283","n/e","n/e","N/A","3963","1427","135","n/e","n/e","670","0","126","2535","310","n/e","n/e","9289","n/e","0","46","n/e","1005"
"Italy (IT)","04.04.2015 04:00 - 04.04.2015 05:00 (CET/CEST)","284","n/e","n/e","N/A","4004","1411","135","n/e","n/e","670","0","294","2576","307","n/e","n/e","9022","n/e","0","47","n/e","988"
"Italy (IT)","04.04.2015 05:00 - 04.04.2015 06:00 (CET/CEST)","282","n/e","n/e","N/A","4141","1425","144","n/e","n/e","670","0","436","2576","361","n/e","n/e","9343","n/e","0","47","n/e","917"
"Italy (IT)","04.04.2015 06:00 - 04.04.2015 07:00 (CET/CEST)","258","n/e","n/e","N/A","4834","1440","222","n/e","n/e","670","13","631","2869","496","n/e","n/e","9568","n/e","16","46","n/e","976"
"Italy (IT)","04.04.2015 07:00 - 04.04.2015 08:00 (CET/CEST)","278","n/e","n/e","N/A","5217","1436","303","n/e","n/e","671","239","409","3386","536","n/e","n/e","9500","n/e","381","46","n/e","1028"
"Italy (IT)","04.04.2015 08:00 - 04.04.2015 09:00 (CET/CEST)","282","n/e","n/e","N/A","5424","1439","321","n/e","n/e","670","308","","3648","768","n/e","n/e","10131","n/e","1316","46","n/e","1137"
"Italy (IT)","04.04.2015 09:00 - 04.04.2015 10:00 (CET/CEST)","283","n/e","n/e","N/A","5730","1437","332","n/e","n/e","670","320","","4124","995","n/e","n/e","10655","n/e","2341","45","n/e","1224"
"Italy (IT)","04.04.2015 10:00 - 04.04.2015 11:00 (CET/CEST)","283","n/e","n/e","N/A","5787","1429","363","n/e","n/e","670","109","","4423","1119","n/e","n/e","10954","n/e","3407","44","n/e","1390"
"Italy (IT)","04.04.2015 11:00 - 04.04.2015 12:00 (CET/CEST)","282","n/e","n/e","N/A","5620","1373","330","n/e","n/e","670","104","3","3976","992","n/e","n/e","10371","n/e","4071","46","n/e","1608"
"Italy (IT)","04.04.2015 12:00 - 04.04.2015 13:00 (CET/CEST)","286","n/e","n/e","N/A","5235","1412","330","n/e","n/e","671","104","59","3162","693","n/e","n/e","9921","n/e","4732","46","n/e","1803"
"Italy (IT)","04.04.2015 13:00 - 04.04.2015 14:00 (CET/CEST)","285","n/e","n/e","N/A","4826","1414","330","n/e","n/e","671","104","109","2831","495","n/e","n/e","9282","n/e","4549","46","n/e","2045"
"Italy (IT)","04.04.2015 14:00 - 04.04.2015 15:00 (CET/CEST)","275","n/e","n/e","N/A","4769","1379","331","n/e","n/e","671","106","153","2730","485","n/e","n/e","9327","n/e","3895","45","n/e","2287"
"Italy (IT)","04.04.2015 15:00 - 04.04.2015 16:00 (CET/CEST)","273","n/e","n/e","N/A","4943","1427","338","n/e","n/e","668","106","239","2970","595","n/e","n/e","9937","n/e","2973","47","n/e","2517"
"Italy (IT)","04.04.2015 16:00 - 04.04.2015 17:00 (CET/CEST)","274","n/e","n/e","N/A","5369","1433","341","n/e","n/e","672","107","268","3259","632","n/e","n/e","10342","n/e","2221","46","n/e","2659"
"Italy (IT)","04.04.2015 17:00 - 04.04.2015 18:00 (CET/CEST)","274","n/e","n/e","N/A","5706","1433","348","n/e","n/e","671","104","36","3983","716","n/e","n/e","10316","n/e","1345","43","n/e","3071"
"Italy (IT)","04.04.2015 18:00 - 04.04.2015 19:00 (CET/CEST)","271","n/e","n/e","N/A","5937","1432","378","n/e","n/e","669","578","","4946","841","n/e","n/e","10428","n/e","483","43","n/e","3202"
"Italy (IT)","04.04.2015 19:00 - 04.04.2015 20:00 (CET/CEST)","274","n/e","n/e","N/A","5790","1368","361","n/e","n/e","671","1217","","5909","1402","n/e","n/e","11082","n/e","36","44","n/e","3409"
"Italy (IT)","04.04.2015 20:00 - 04.04.2015 21:00 (CET/CEST)","269","n/e","n/e","N/A","6535","1423","332","n/e","n/e","671","942","","5865","1329","n/e","n/e","11736","n/e","0","44","n/e","3537"
"Italy (IT)","04.04.2015 21:00 - 04.04.2015 22:00 (CET/CEST)","271","n/e","n/e","N/A","6086","1427","273","n/e","n/e","674","713","","4708","1072","n/e","n/e","11234","n/e","0","41","n/e","3573"
"Italy (IT)","04.04.2015 22:00 - 04.04.2015 23:00 (CET/CEST)","270","n/e","n/e","N/A","5538","1422","271","n/e","n/e","674","107","36","3931","841","n/e","n/e","10538","n/e","0","44","n/e","3644"
"Italy (IT)","04.04.2015 23:00 - 05.04.2015 00:00 (CET/CEST)","272","n/e","n/e","N/A","4741","1295","153","n/e","n/e","673","106","151","3427","497","n/e","n/e","9887","n/e","0","44","n/e","3657"
"Italy (IT)","05.04.2015 00:00 - 05.04.2015 01:00 (CET/CEST)","276","n/e","n/e","N/A","4518","1306","135","n/e","n/e","674","16","150","2991","464","n/e","n/e","9141","n/e","0","47","n/e","3423"
"Italy (IT)","05.04.2015 01:00 - 05.04.2015 02:00 (CET/CEST)","273","n/e","n/e","N/A","3839","1254","135","n/e","n/e","674","16","174","2736","374","n/e","n/e","8667","n/e","0","46","n/e","3186"
"Italy (IT)","05.04.2015 02:00 - 05.04.2015 03:00 (CET/CEST)","274","n/e","n/e","N/A","3563","1048","135","n/e","n/e","673","16","234","2581","316","n/e","n/e","7871","n/e","0","48","n/e","3545"
"Italy (IT)","05.04.2015 03:00 - 05.04.2015 04:00 (CET/CEST)","275","n/e","n/e","N/A","3464","831","135","n/e","n/e","672","16","413","2520","263","n/e","n/e","7928","n/e","0","47","n/e","3205"
"Italy (IT)","05.04.2015 04:00 - 05.04.2015 05:00 (CET/CEST)","272","n/e","n/e","N/A","3540","834","15","n/e","n/e","673","18","638","2394","297","n/e","n/e","8031","n/e","0","46","n/e","2920"
"Italy (IT)","05.04.2015 05:00 - 05.04.2015 06:00 (CET/CEST)","270","n/e","n/e","N/A","3970","877","44","n/e","n/e","673","17","582","2458","346","n/e","n/e","8259","n/e","0","45","n/e","2718"
"Italy (IT)","05.04.2015 06:00 - 05.04.2015 07:00 (CET/CEST)","258","n/e","n/e","N/A","4062","1081","59","n/e","n/e","673","15","484","2697","404","n/e","n/e","8220","n/e","9","46","n/e","2619"
"Italy (IT)","05.04.2015 07:00 - 05.04.2015 08:00 (CET/CEST)","267","n/e","n/e","N/A","3790","1055","59","n/e","n/e","673","13","435","3055","508","n/e","n/e","8299","n/e","331","46","n/e","2673"
"Italy (IT)","05.04.2015 08:00 - 05.04.2015 09:00 (CET/CEST)","273","n/e","n/e","N/A","3728","1145","66","n/e","n/e","673","15","323","3431","543","n/e","n/e","8643","n/e","1315","44","n/e","2579"
"Italy (IT)","05.04.2015 09:00 - 05.04.2015 10:00 (CET/CEST)","275","n/e","n/e","N/A","3607","1212","62","n/e","n/e","674","16","5","3501","633","n/e","n/e","9064","n/e","2618","42","n/e","2775"
"Italy (IT)","05.04.2015 10:00 - 05.04.2015 11:00 (CET/CEST)","274","n/e","n/e","N/A","3322","1163","59","n/e","n/e","674","110","60","3656","709","n/e","n/e","8776","n/e","4335","43","n/e","3031"
