"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Italy (IT)","20.10.2015 03:00 - 20.10.2015 04:00 (CET/CEST)","288","n/e","n/e","224","3542","1358","N/A","n/e","n/e","678","0","722","3042","N/A","n/e","n/e","N/A","n/e","0","31","n/e","878"
"Italy (IT)","20.10.2015 04:00 - 20.10.2015 05:00 (CET/CEST)","283","n/e","n/e","224","3380","1363","N/A","n/e","n/e","680","0","720","2821","N/A","n/e","n/e","N/A","n/e","0","30","n/e","862"
"Italy (IT)","20.10.2015 05:00 - 20.10.2015 06:00 (CET/CEST)","283","n/e","n/e","224","3869","1366","N/A","n/e","n/e","681","0","667","2965","N/A","n/e","n/e","N/A","n/e","0","30","n/e","1078"
"Italy (IT)","20.10.2015 06:00 - 20.10.2015 07:00 (CET/CEST)","288","n/e","n/e","223","5030","1391","N/A","n/e","n/e","683","95","86","3396","N/A","n/e","n/e","N/A","n/e","0","31","n/e","1086"
"Italy (IT)","20.10.2015 07:00 - 20.10.2015 08:00 (CET/CEST)","288","n/e","n/e","224","6414","1365","N/A","n/e","n/e","684","699","1","4429","N/A","n/e","n/e","N/A","n/e","46","27","n/e","1279"
"Italy (IT)","20.10.2015 08:00 - 20.10.2015 09:00 (CET/CEST)","289","n/e","n/e","224","7583","1378","N/A","n/e","n/e","678","831","1","5050","N/A","n/e","n/e","N/A","n/e","967","24","n/e","1453"
"Italy (IT)","20.10.2015 09:00 - 20.10.2015 10:00 (CET/CEST)","288","n/e","n/e","224","7753","1358","N/A","n/e","n/e","652","861","","5195","N/A","n/e","n/e","N/A","n/e","2716","27","n/e","1449"
"Italy (IT)","20.10.2015 10:00 - 20.10.2015 11:00 (CET/CEST)","283","n/e","n/e","223","7598","1326","N/A","n/e","n/e","650","656","","4898","N/A","n/e","n/e","N/A","n/e","4568","24","n/e","1485"
"Italy (IT)","20.10.2015 11:00 - 20.10.2015 12:00 (CET/CEST)","288","n/e","n/e","221","7508","1369","N/A","n/e","n/e","654","490","","4615","N/A","n/e","n/e","N/A","n/e","5415","25","n/e","1409"
"Italy (IT)","20.10.2015 12:00 - 20.10.2015 13:00 (CET/CEST)","294","n/e","n/e","220","7320","1370","N/A","n/e","n/e","662","369","1","4043","N/A","n/e","n/e","N/A","n/e","6051","25","n/e","1425"
"Italy (IT)","20.10.2015 13:00 - 20.10.2015 14:00 (CET/CEST)","294","n/e","n/e","219","6812","1325","N/A","n/e","n/e","660","309","3","3771","N/A","n/e","n/e","N/A","n/e","5603","32","n/e","1568"
"Italy (IT)","20.10.2015 14:00 - 20.10.2015 15:00 (CET/CEST)","282","n/e","n/e","218","7021","1251","N/A","n/e","n/e","664","283","3","3531","N/A","n/e","n/e","N/A","n/e","5043","30","n/e","1616"
"Italy (IT)","20.10.2015 15:00 - 20.10.2015 16:00 (CET/CEST)","298","n/e","n/e","210","6989","1253","N/A","n/e","n/e","665","263","3","3656","N/A","n/e","n/e","N/A","n/e","4068","28","n/e","1607"
"Italy (IT)","20.10.2015 16:00 - 20.10.2015 17:00 (CET/CEST)","277","n/e","n/e","203","7521","1309","N/A","n/e","n/e","664","525","","4032","N/A","n/e","n/e","N/A","n/e","2624","31","n/e","1559"
"Italy (IT)","20.10.2015 17:00 - 20.10.2015 18:00 (CET/CEST)","268","n/e","n/e","219","8382","1378","N/A","n/e","n/e","665","631","","4404","N/A","n/e","n/e","N/A","n/e","725","31","n/e","1472"
"Italy (IT)","20.10.2015 18:00 - 20.10.2015 19:00 (CET/CEST)","271","n/e","n/e","221","8794","1394","N/A","n/e","n/e","665","705","","5650","N/A","n/e","n/e","N/A","n/e","10","30","n/e","1461"
"Italy (IT)","20.10.2015 19:00 - 20.10.2015 20:00 (CET/CEST)","265","n/e","n/e","223","9330","1383","N/A","n/e","n/e","665","694","","6077","N/A","n/e","n/e","N/A","n/e","0","31","n/e","1478"
"Italy (IT)","20.10.2015 20:00 - 20.10.2015 21:00 (CET/CEST)","264","n/e","n/e","224","8586","1291","N/A","n/e","n/e","666","656","","5827","N/A","n/e","n/e","N/A","n/e","0","30","n/e","1573"
"Italy (IT)","20.10.2015 21:00 - 20.10.2015 22:00 (CET/CEST)","274","n/e","n/e","224","7365","1267","N/A","n/e","n/e","665","622","","5134","N/A","n/e","n/e","N/A","n/e","0","30","n/e","1545"
"Italy (IT)","20.10.2015 22:00 - 20.10.2015 23:00 (CET/CEST)","278","n/e","n/e","224","6765","1275","N/A","n/e","n/e","667","437","1","4285","N/A","n/e","n/e","N/A","n/e","0","31","n/e","1645"
"Italy (IT)","20.10.2015 23:00 - 21.10.2015 00:00 (CET/CEST)","294","n/e","n/e","224","5663","1243","N/A","n/e","n/e","671","312","1","3806","N/A","n/e","n/e","N/A","n/e","0","35","n/e","1641"
"Italy (IT)","21.10.2015 00:00 - 21.10.2015 01:00 (CET/CEST)","292","n/e","n/e","235","4414","1262","N/A","n/e","n/e","667","0","128","2932","N/A","n/e","n/e","N/A","n/e","0","32","n/e","1650"
"Italy (IT)","21.10.2015 01:00 - 21.10.2015 02:00 (CET/CEST)","297","n/e","n/e","226","4358","1317","N/A","n/e","n/e","665","0","327","2789","N/A","n/e","n/e","N/A","n/e","0","32","n/e","1584"
"Italy (IT)","21.10.2015 02:00 - 21.10.2015 03:00 (CET/CEST)","298","n/e","n/e","241","4117","1352","N/A","n/e","n/e","662","0","426","2687","N/A","n/e","n/e","N/A","n/e","0","32","n/e","1695"
"Italy (IT)","21.10.2015 03:00 - 21.10.2015 04:00 (CET/CEST)","291","n/e","n/e","248","3652","1354","N/A","n/e","n/e","661","0","759","2651","N/A","n/e","n/e","N/A","n/e","0","33","n/e","1905"
"Italy (IT)","21.10.2015 04:00 - 21.10.2015 05:00 (CET/CEST)","296","n/e","n/e","244","3757","1362","N/A","n/e","n/e","661","0","943","2658","N/A","n/e","n/e","N/A","n/e","0","31","n/e","2019"
"Italy (IT)","21.10.2015 05:00 - 21.10.2015 06:00 (CET/CEST)","297","n/e","n/e","231","4343","1387","N/A","n/e","n/e","661","0","966","2835","N/A","n/e","n/e","N/A","n/e","0","30","n/e","2119"
"Italy (IT)","21.10.2015 06:00 - 21.10.2015 07:00 (CET/CEST)","289","n/e","n/e","245","5756","1392","N/A","n/e","n/e","660","0","277","3149","N/A","n/e","n/e","N/A","n/e","0","29","n/e","2196"
"Italy (IT)","21.10.2015 07:00 - 21.10.2015 08:00 (CET/CEST)","291","n/e","n/e","265","7184","1387","N/A","n/e","n/e","660","347","7","4640","N/A","n/e","n/e","N/A","n/e","20","27","n/e","2216"
"Italy (IT)","21.10.2015 08:00 - 21.10.2015 09:00 (CET/CEST)","294","n/e","n/e","238","7984","1362","N/A","n/e","n/e","660","470","1","5567","N/A","n/e","n/e","N/A","n/e","813","30","n/e","2352"
"Italy (IT)","21.10.2015 09:00 - 21.10.2015 10:00 (CET/CEST)","293","n/e","n/e","241","8005","1363","N/A","n/e","n/e","643","549","2","5660","N/A","n/e","n/e","N/A","n/e","2273","28","n/e","2481"
"Italy (IT)","21.10.2015 10:00 - 21.10.2015 11:00 (CET/CEST)","296","n/e","n/e","233","7539","1358","N/A","n/e","n/e","641","553","2","5290","N/A","n/e","n/e","N/A","n/e","3824","28","n/e","2587"
"Italy (IT)","21.10.2015 11:00 - 21.10.2015 12:00 (CET/CEST)","295","n/e","n/e","233","7615","1363","N/A","n/e","n/e","647","521","2","4986","N/A","n/e","n/e","N/A","n/e","4795","31","n/e","2577"
"Italy (IT)","21.10.2015 12:00 - 21.10.2015 13:00 (CET/CEST)","294","n/e","n/e","221","7191","1360","N/A","n/e","n/e","648","272","2","4064","N/A","n/e","n/e","N/A","n/e","5084","33","n/e","2612"
"Italy (IT)","21.10.2015 13:00 - 21.10.2015 14:00 (CET/CEST)","294","n/e","n/e","223","7160","1351","N/A","n/e","n/e","648","260","13","3615","N/A","n/e","n/e","N/A","n/e","5029","31","n/e","2673"
"Italy (IT)","21.10.2015 14:00 - 21.10.2015 15:00 (CET/CEST)","294","n/e","n/e","219","6792","1350","N/A","n/e","n/e","635","284","87","3476","N/A","n/e","n/e","N/A","n/e","4494","32","n/e","2853"
"Italy (IT)","21.10.2015 15:00 - 21.10.2015 16:00 (CET/CEST)","285","n/e","n/e","222","7001","1350","N/A","n/e","n/e","631","289","166","3470","N/A","n/e","n/e","N/A","n/e","3637","31","n/e","2988"
"Italy (IT)","21.10.2015 16:00 - 21.10.2015 17:00 (CET/CEST)","288","n/e","n/e","219","7465","1345","N/A","n/e","n/e","651","330","77","3659","N/A","n/e","n/e","N/A","n/e","2150","33","n/e","2919"
"Italy (IT)","21.10.2015 17:00 - 21.10.2015 18:00 (CET/CEST)","279","n/e","n/e","219","8011","1364","N/A","n/e","n/e","649","408","73","4141","N/A","n/e","n/e","N/A","n/e","613","33","n/e","2977"
"Italy (IT)","21.10.2015 18:00 - 21.10.2015 19:00 (CET/CEST)","268","n/e","n/e","222","8380","1383","N/A","n/e","n/e","651","587","176","4953","N/A","n/e","n/e","N/A","n/e","7","33","n/e","3183"
"Italy (IT)","21.10.2015 19:00 - 21.10.2015 20:00 (CET/CEST)","236","n/e","n/e","223","8687","1347","N/A","n/e","n/e","651","643","","5395","N/A","n/e","n/e","N/A","n/e","0","30","n/e","3372"
"Italy (IT)","21.10.2015 20:00 - 21.10.2015 21:00 (CET/CEST)","234","n/e","n/e","226","7913","1347","N/A","n/e","n/e","651","751","","5175","N/A","n/e","n/e","N/A","n/e","0","30","n/e","3516"
"Italy (IT)","21.10.2015 21:00 - 21.10.2015 22:00 (CET/CEST)","249","n/e","n/e","224","7262","1358","N/A","n/e","n/e","651","568","","4390","N/A","n/e","n/e","N/A","n/e","0","30","n/e","3600"
"Italy (IT)","21.10.2015 22:00 - 21.10.2015 23:00 (CET/CEST)","240","n/e","n/e","224","6453","1345","N/A","n/e","n/e","651","354","20","3828","N/A","n/e","n/e","N/A","n/e","0","31","n/e","3690"
"Italy (IT)","21.10.2015 23:00 - 22.10.2015 00:00 (CET/CEST)","242","n/e","n/e","224","6054","1351","N/A","n/e","n/e","651","209","86","3383","N/A","n/e","n/e","N/A","n/e","0","31","n/e","3613"
"Italy (IT)","22.10.2015 00:00 - 22.10.2015 01:00 (CET/CEST)","282","n/e","n/e","221","4215","1354","N/A","n/e","n/e","668","22","126","2955","N/A","n/e","n/e","N/A","n/e","0","31","n/e","3711"
"Italy (IT)","22.10.2015 01:00 - 22.10.2015 02:00 (CET/CEST)","288","n/e","n/e","216","3700","1351","N/A","n/e","n/e","668","0","835","2677","N/A","n/e","n/e","N/A","n/e","0","33","n/e","3772"
"Italy (IT)","22.10.2015 02:00 - 22.10.2015 03:00 (CET/CEST)","300","n/e","n/e","214","3468","1342","N/A","n/e","n/e","669","0","335","2540","N/A","n/e","n/e","N/A","n/e","0","32","n/e","3407"
"Italy (IT)","22.10.2015 03:00 - 22.10.2015 04:00 (CET/CEST)","302","n/e","n/e","214","3209","1247","N/A","n/e","n/e","668","0","334","2551","N/A","n/e","n/e","N/A","n/e","0","32","n/e","3536"
"Italy (IT)","22.10.2015 04:00 - 22.10.2015 05:00 (CET/CEST)","306","n/e","n/e","204","3406","1226","N/A","n/e","n/e","669","0","1217","2572","N/A","n/e","n/e","N/A","n/e","0","31","n/e","3621"
"Italy (IT)","22.10.2015 05:00 - 22.10.2015 06:00 (CET/CEST)","302","n/e","n/e","205","3836","1323","N/A","n/e","n/e","667","19","292","2604","N/A","n/e","n/e","N/A","n/e","0","29","n/e","3758"
"Italy (IT)","22.10.2015 06:00 - 22.10.2015 07:00 (CET/CEST)","295","n/e","n/e","197","5080","1307","N/A","n/e","n/e","667","294","107","3087","N/A","n/e","n/e","N/A","n/e","0","27","n/e","3889"
"Italy (IT)","22.10.2015 07:00 - 22.10.2015 08:00 (CET/CEST)","295","n/e","n/e","193","6067","1386","N/A","n/e","n/e","666","1007","1","4681","N/A","n/e","n/e","N/A","n/e","23","29","n/e","3803"
"Italy (IT)","22.10.2015 08:00 - 22.10.2015 09:00 (CET/CEST)","290","n/e","n/e","205","6713","1390","N/A","n/e","n/e","667","1113","1","5327","N/A","n/e","n/e","N/A","n/e","855","28","n/e","3851"
"Italy (IT)","22.10.2015 09:00 - 22.10.2015 10:00 (CET/CEST)","302","n/e","n/e","189","7463","1385","N/A","n/e","n/e","651","1078","","5702","N/A","n/e","n/e","N/A","n/e","2784","27","n/e","3853"
"Italy (IT)","22.10.2015 10:00 - 22.10.2015 11:00 (CET/CEST)","302","n/e","n/e","201","7489","1388","N/A","n/e","n/e","653","927","2","5391","N/A","n/e","n/e","N/A","n/e","4461","28","n/e","3866"
"Italy (IT)","22.10.2015 11:00 - 22.10.2015 12:00 (CET/CEST)","302","n/e","n/e","185","7360","1375","N/A","n/e","n/e","653","895","71","5200","N/A","n/e","n/e","N/A","n/e","5456","31","n/e","3913"
"Italy (IT)","22.10.2015 12:00 - 22.10.2015 13:00 (CET/CEST)","303","n/e","n/e","214","7047","1301","N/A","n/e","n/e","658","646","312","4413","N/A","n/e","n/e","N/A","n/e","5879","32","n/e","4045"
"Italy (IT)","22.10.2015 13:00 - 22.10.2015 14:00 (CET/CEST)","303","n/e","n/e","192","7068","1270","N/A","n/e","n/e","666","481","470","3757","N/A","n/e","n/e","N/A","n/e","5905","30","n/e","4153"
"Italy (IT)","22.10.2015 14:00 - 22.10.2015 15:00 (CET/CEST)","305","n/e","n/e","181","7371","1291","N/A","n/e","n/e","670","392","548","3725","N/A","n/e","n/e","N/A","n/e","5509","31","n/e","3791"
"Italy (IT)","22.10.2015 15:00 - 22.10.2015 16:00 (CET/CEST)","306","n/e","n/e","175","7676","1286","N/A","n/e","n/e","687","345","409","3796","N/A","n/e","n/e","N/A","n/e","4282","31","n/e","3720"
"Italy (IT)","22.10.2015 16:00 - 22.10.2015 17:00 (CET/CEST)","301","n/e","n/e","176","7799","1249","N/A","n/e","n/e","689","305","241","4009","N/A","n/e","n/e","N/A","n/e","2634","29","n/e","4195"
"Italy (IT)","22.10.2015 17:00 - 22.10.2015 18:00 (CET/CEST)","300","n/e","n/e","176","7985","1263","N/A","n/e","n/e","689","573","215","4365","N/A","n/e","n/e","N/A","n/e","794","32","n/e","4309"
"Italy (IT)","22.10.2015 18:00 - 22.10.2015 19:00 (CET/CEST)","285","n/e","n/e","176","8433","1299","N/A","n/e","n/e","690","705","92","5489","N/A","n/e","n/e","N/A","n/e","8","31","n/e","4366"
"Italy (IT)","22.10.2015 19:00 - 22.10.2015 20:00 (CET/CEST)","285","n/e","n/e","182","8541","1303","N/A","n/e","n/e","690","867","","6013","N/A","n/e","n/e","N/A","n/e","0","33","n/e","4577"
"Italy (IT)","22.10.2015 20:00 - 22.10.2015 21:00 (CET/CEST)","283","n/e","n/e","176","7960","1319","N/A","n/e","n/e","688","897","","5702","N/A","n/e","n/e","N/A","n/e","0","32","n/e","4604"
"Italy (IT)","22.10.2015 21:00 - 22.10.2015 22:00 (CET/CEST)","279","n/e","n/e","176","6950","1330","N/A","n/e","n/e","688","641","","5044","N/A","n/e","n/e","N/A","n/e","0","33","n/e","4569"
"Italy (IT)","22.10.2015 22:00 - 22.10.2015 23:00 (CET/CEST)","283","n/e","n/e","182","6821","1330","N/A","n/e","n/e","687","493","2","3982","N/A","n/e","n/e","N/A","n/e","0","32","n/e","4526"
"Italy (IT)","22.10.2015 23:00 - 23.10.2015 00:00 (CET/CEST)","281","n/e","n/e","194","6021","1316","N/A","n/e","n/e","687","221","38","3479","N/A","n/e","n/e","N/A","n/e","0","32","n/e","4498"
"Italy (IT)","23.10.2015 00:00 - 23.10.2015 01:00 (CET/CEST)","285","n/e","n/e","176","4990","1366","N/A","n/e","n/e","687","76","85","3068","N/A","n/e","n/e","N/A","n/e","0","30","n/e","4588"
"Italy (IT)","23.10.2015 01:00 - 23.10.2015 02:00 (CET/CEST)","283","n/e","n/e","176","4590","1383","N/A","n/e","n/e","687","34","136","2660","N/A","n/e","n/e","N/A","n/e","0","30","n/e","4273"
"Italy (IT)","23.10.2015 02:00 - 23.10.2015 03:00 (CET/CEST)","281","n/e","n/e","176","4313","1379","N/A","n/e","n/e","686","28","165","2515","N/A","n/e","n/e","N/A","n/e","0","30","n/e","3839"
"Italy (IT)","23.10.2015 03:00 - 23.10.2015 04:00 (CET/CEST)","277","n/e","n/e","176","3811","1364","N/A","n/e","n/e","686","0","404","2497","N/A","n/e","n/e","N/A","n/e","0","33","n/e","3862"
"Italy (IT)","23.10.2015 04:00 - 23.10.2015 05:00 (CET/CEST)","284","n/e","n/e","176","3707","1358","N/A","n/e","n/e","687","0","484","2552","N/A","n/e","n/e","N/A","n/e","0","32","n/e","3967"
"Italy (IT)","23.10.2015 05:00 - 23.10.2015 06:00 (CET/CEST)","284","n/e","n/e","176","4709","1387","N/A","n/e","n/e","687","30","307","2553","N/A","n/e","n/e","N/A","n/e","0","32","n/e","3983"
"Italy (IT)","23.10.2015 06:00 - 23.10.2015 07:00 (CET/CEST)","286","n/e","n/e","174","5896","1389","N/A","n/e","n/e","687","240","175","3258","N/A","n/e","n/e","N/A","n/e","0","31","n/e","4080"
"Italy (IT)","23.10.2015 07:00 - 23.10.2015 08:00 (CET/CEST)","281","n/e","n/e","176","6637","1384","N/A","n/e","n/e","687","740","1","4735","N/A","n/e","n/e","N/A","n/e","32","27","n/e","4235"
"Italy (IT)","23.10.2015 08:00 - 23.10.2015 09:00 (CET/CEST)","282","n/e","n/e","176","6818","1378","N/A","n/e","n/e","687","963","1","5608","N/A","n/e","n/e","N/A","n/e","1138","28","n/e","4347"
"Italy (IT)","23.10.2015 09:00 - 23.10.2015 10:00 (CET/CEST)","283","n/e","n/e","176","6733","1375","N/A","n/e","n/e","688","1009","","5804","N/A","n/e","n/e","N/A","n/e","3575","29","n/e","4249"
"Italy (IT)","23.10.2015 10:00 - 23.10.2015 11:00 (CET/CEST)","280","n/e","n/e","177","6289","1381","N/A","n/e","n/e","686","1038","116","5269","N/A","n/e","n/e","N/A","n/e","5872","33","n/e","3896"
"Italy (IT)","23.10.2015 11:00 - 23.10.2015 12:00 (CET/CEST)","282","n/e","n/e","176","6034","1349","N/A","n/e","n/e","688","799","197","4886","N/A","n/e","n/e","N/A","n/e","7326","31","n/e","3826"
"Italy (IT)","23.10.2015 12:00 - 23.10.2015 13:00 (CET/CEST)","284","n/e","n/e","180","5065","1238","N/A","n/e","n/e","687","335","334","4185","N/A","n/e","n/e","N/A","n/e","7643","31","n/e","3794"
"Italy (IT)","23.10.2015 13:00 - 23.10.2015 14:00 (CET/CEST)","285","n/e","n/e","184","5100","1176","N/A","n/e","n/e","685","240","410","3656","N/A","n/e","n/e","N/A","n/e","8112","35","n/e","3562"
"Italy (IT)","23.10.2015 14:00 - 23.10.2015 15:00 (CET/CEST)","287","n/e","n/e","188","5517","1330","N/A","n/e","n/e","681","278","501","3525","N/A","n/e","n/e","N/A","n/e","7733","33","n/e","3435"
"Italy (IT)","23.10.2015 15:00 - 23.10.2015 16:00 (CET/CEST)","284","n/e","n/e","191","5704","1369","N/A","n/e","n/e","684","266","383","3525","N/A","n/e","n/e","N/A","n/e","6238","35","n/e","3446"
"Italy (IT)","23.10.2015 16:00 - 23.10.2015 17:00 (CET/CEST)","278","n/e","n/e","195","6041","1373","N/A","n/e","n/e","684","374","240","3898","N/A","n/e","n/e","N/A","n/e","3845","34","n/e","4267"
"Italy (IT)","23.10.2015 17:00 - 23.10.2015 18:00 (CET/CEST)","287","n/e","n/e","200","6178","1417","N/A","n/e","n/e","685","393","146","4526","N/A","n/e","n/e","N/A","n/e","1034","36","n/e","4586"
"Italy (IT)","23.10.2015 18:00 - 23.10.2015 19:00 (CET/CEST)","289","n/e","n/e","204","7208","1453","N/A","n/e","n/e","687","789","","5394","N/A","n/e","n/e","N/A","n/e","10","37","n/e","4697"
"Italy (IT)","23.10.2015 19:00 - 23.10.2015 20:00 (CET/CEST)","258","n/e","n/e","208","7594","1444","N/A","n/e","n/e","688","1142","","6093","N/A","n/e","n/e","N/A","n/e","0","35","n/e","4734"
"Italy (IT)","23.10.2015 20:00 - 23.10.2015 21:00 (CET/CEST)","258","n/e","n/e","212","7192","1439","N/A","n/e","n/e","686","815","","5694","N/A","n/e","n/e","N/A","n/e","0","35","n/e","4827"
"Italy (IT)","23.10.2015 21:00 - 23.10.2015 22:00 (CET/CEST)","256","n/e","n/e","216","6210","1444","N/A","n/e","n/e","686","540","2","4727","N/A","n/e","n/e","N/A","n/e","0","36","n/e","4900"
"Italy (IT)","23.10.2015 22:00 - 23.10.2015 23:00 (CET/CEST)","255","n/e","n/e","220","5917","1446","N/A","n/e","n/e","685","455","2","3977","N/A","n/e","n/e","N/A","n/e","0","37","n/e","4758"
"Italy (IT)","23.10.2015 23:00 - 24.10.2015 00:00 (CET/CEST)","255","n/e","n/e","225","4882","1439","N/A","n/e","n/e","685","440","1","3320","N/A","n/e","n/e","N/A","n/e","0","36","n/e","4645"
"Italy (IT)","24.10.2015 00:00 - 24.10.2015 01:00 (CET/CEST)","283","n/e","n/e","224","3867","1437","N/A","n/e","n/e","684","184","1","2676","N/A","n/e","n/e","N/A","n/e","0","33","n/e","4520"
"Italy (IT)","24.10.2015 01:00 - 24.10.2015 02:00 (CET/CEST)","275","n/e","n/e","229","2812","1276","N/A","n/e","n/e","684","98","225","2460","N/A","n/e","n/e","N/A","n/e","0","35","n/e","4336"
"Italy (IT)","24.10.2015 02:00 - 24.10.2015 03:00 (CET/CEST)","271","n/e","n/e","224","2750","1187","N/A","n/e","n/e","685","5","3","2373","N/A","n/e","n/e","N/A","n/e","0","36","n/e","4353"
"Italy (IT)","24.10.2015 03:00 - 24.10.2015 04:00 (CET/CEST)","271","n/e","n/e","224","2622","1072","N/A","n/e","n/e","684","5","3","2360","N/A","n/e","n/e","N/A","n/e","0","38","n/e","4192"
"Italy (IT)","24.10.2015 04:00 - 24.10.2015 05:00 (CET/CEST)","276","n/e","n/e","224","2399","1073","N/A","n/e","n/e","685","5","3","2260","N/A","n/e","n/e","N/A","n/e","0","35","n/e","4140"
"Italy (IT)","24.10.2015 05:00 - 24.10.2015 06:00 (CET/CEST)","281","n/e","n/e","224","2505","1112","N/A","n/e","n/e","686","5","3","2215","N/A","n/e","n/e","N/A","n/e","0","31","n/e","4215"
"Italy (IT)","24.10.2015 06:00 - 24.10.2015 07:00 (CET/CEST)","280","n/e","n/e","224","2803","1304","N/A","n/e","n/e","686","110","1","2460","N/A","n/e","n/e","N/A","n/e","0","33","n/e","4163"
"Italy (IT)","24.10.2015 07:00 - 24.10.2015 08:00 (CET/CEST)","281","n/e","n/e","224","3052","1429","N/A","n/e","n/e","685","129","1","3308","N/A","n/e","n/e","N/A","n/e","71","31","n/e","3908"
"Italy (IT)","24.10.2015 08:00 - 24.10.2015 09:00 (CET/CEST)","283","n/e","n/e","224","3059","1434","N/A","n/e","n/e","685","55","3","4439","N/A","n/e","n/e","N/A","n/e","1665","32","n/e","3744"
"Italy (IT)","24.10.2015 09:00 - 24.10.2015 10:00 (CET/CEST)","285","n/e","n/e","224","3001","1432","N/A","n/e","n/e","685","55","36","4425","N/A","n/e","n/e","N/A","n/e","4515","30","n/e","3409"
"Italy (IT)","24.10.2015 10:00 - 24.10.2015 11:00 (CET/CEST)","273","n/e","n/e","223","3002","1423","N/A","n/e","n/e","685","55","22","4018","N/A","n/e","n/e","N/A","n/e","6745","28","n/e","2743"
"Italy (IT)","24.10.2015 11:00 - 24.10.2015 12:00 (CET/CEST)","284","n/e","n/e","221","2829","1421","N/A","n/e","n/e","685","39","1","3446","N/A","n/e","n/e","N/A","n/e","7939","34","n/e","2399"
"Italy (IT)","24.10.2015 12:00 - 24.10.2015 13:00 (CET/CEST)","284","n/e","n/e","219","2806","1410","N/A","n/e","n/e","683","0","3","2685","N/A","n/e","n/e","N/A","n/e","8568","32","n/e","2038"
"Italy (IT)","24.10.2015 13:00 - 24.10.2015 14:00 (CET/CEST)","282","n/e","n/e","219","2599","1277","N/A","n/e","n/e","682","95","3","2479","N/A","n/e","n/e","N/A","n/e","8439","32","n/e","1758"
"Italy (IT)","24.10.2015 14:00 - 24.10.2015 15:00 (CET/CEST)","275","n/e","n/e","219","2496","1227","N/A","n/e","n/e","682","0","334","2387","N/A","n/e","n/e","N/A","n/e","7524","30","n/e","1608"
"Italy (IT)","24.10.2015 15:00 - 24.10.2015 16:00 (CET/CEST)","280","n/e","n/e","219","2580","1281","N/A","n/e","n/e","682","123","652","2417","N/A","n/e","n/e","N/A","n/e","5813","30","n/e","1577"
"Italy (IT)","24.10.2015 16:00 - 24.10.2015 17:00 (CET/CEST)","278","n/e","n/e","219","3006","1441","N/A","n/e","n/e","682","218","311","2692","N/A","n/e","n/e","N/A","n/e","3455","27","n/e","1672"
"Italy (IT)","24.10.2015 17:00 - 24.10.2015 18:00 (CET/CEST)","282","n/e","n/e","219","3897","1448","N/A","n/e","n/e","682","636","","3505","N/A","n/e","n/e","N/A","n/e","813","24","n/e","1466"
"Italy (IT)","24.10.2015 18:00 - 24.10.2015 19:00 (CET/CEST)","281","n/e","n/e","221","5185","1440","N/A","n/e","n/e","683","827","","5033","N/A","n/e","n/e","N/A","n/e","2","18","n/e","1278"
"Italy (IT)","24.10.2015 19:00 - 24.10.2015 20:00 (CET/CEST)","275","n/e","n/e","223","5575","1442","N/A","n/e","n/e","683","1240","","5728","N/A","n/e","n/e","N/A","n/e","0","20","n/e","1097"
