date,total_res_mw,solar_mw,wind_mw,hydro_mw,biomass_mw,geothermal_mw,is_outlier,year,month,day,price_eur_mwh
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,False,2015,1,1,45.472115
2015-01-02,7786.625,1257.3333333333333,2150.625,3466.75,277.75,634.1666666666666,False,2015,1,2,56.988056
2015-01-03,8563.208333333334,1085.5416666666667,3378.4583333333335,3140.25,287.4166666666667,671.5416666666666,False,2015,1,3,50.532976
2015-01-04,9120.958333333334,1147.9583333333333,3919.25,3094.625,286.375,672.75,False,2015,1,4,45.106388
2015-01-05,9848.583333333334,1381.4583333333333,3941.2916666666665,3547.5416666666665,297.2083333333333,681.0833333333334,False,2015,1,5,53.368481
2015-01-06,7990.5,1231.2916666666667,2677.625,3108.1666666666665,299.6666666666667,673.75,False,2015,1,6,50.460413
2015-01-07,6569.541666666667,1087.0,435.75,4062.0833333333335,309.875,674.8333333333334,False,2015,1,7,60.380281
2015-01-08,6506.375,1008.0833333333334,421.125,4093.1666666666665,307.9166666666667,676.0833333333334,False,2015,1,8,60.799374
2015-01-09,7751.291666666667,941.1666666666666,2152.8333333333335,3685.4166666666665,295.0833333333333,676.7916666666666,False,2015,1,9,56.331454
2015-01-10,8991.291666666666,956.4583333333334,4186.041666666667,2867.3333333333335,308.1666666666667,673.2916666666666,False,2015,1,10,47.370952
2015-01-11,9192.166666666666,903.5416666666666,4706.25,2604.3333333333335,303.0416666666667,675.0,False,2015,1,11,39.805086
2015-01-12,8555.041666666666,1560.375,2032.3333333333333,3972.2083333333335,315.0416666666667,675.0833333333334,False,2015,1,12,49.840886
2015-01-13,7797.583333333333,1460.0416666666667,1404.8333333333333,3953.7916666666665,303.7083333333333,675.2083333333334,False,2015,1,13,55.099425
2015-01-14,8096.125,1142.25,2111.8333333333335,3857.8333333333335,311.0416666666667,673.1666666666666,False,2015,1,14,51.119244
2015-01-15,8031.291666666667,1199.5,1658.25,4185.416666666667,316.7083333333333,671.4166666666666,False,2015,1,15,53.062608
2015-01-16,8373.125,942.3333333333334,1801.7083333333333,4644.333333333333,315.9166666666667,668.8333333333334,False,2015,1,16,52.050396
2015-01-17,8717.5,826.5833333333334,2907.9166666666665,4000.6666666666665,332.375,649.9583333333334,False,2015,1,17,46.859878
2015-01-18,7044.083333333333,826.5833333333334,1728.8333333333333,3485.375,324.625,678.6666666666666,False,2015,1,18,47.666799
2015-01-19,7702.375,1081.6666666666667,952.625,4701.375,288.375,678.3333333333334,False,2015,1,19,52.333516
2015-01-20,7267.416666666667,488.625,1013.4166666666666,4821.958333333333,266.3333333333333,677.0833333333334,False,2015,1,20,54.027181
2015-01-21,7689.666666666667,692.9583333333334,1299.75,4756.291666666667,276.2083333333333,664.4583333333334,False,2015,1,21,53.487914
2015-01-22,8021.708333333333,508.8333333333333,1845.25,4763.833333333333,254.54166666666666,649.25,False,2015,1,22,52.771618
2015-01-23,8766.625,725.625,2337.6666666666665,4772.375,267.875,663.0833333333334,False,2015,1,23,52.664723
2015-01-24,8845.583333333334,1127.4166666666667,3006.625,3747.7083333333335,284.8333333333333,679.0,False,2015,1,24,47.819865
2015-01-25,7574.25,1092.5833333333333,2455.9166666666665,3058.2083333333335,287.1666666666667,680.375,False,2015,1,25,42.199392
